gene	gene_length
SUSD6	6
BBOF1	12
FUT8	11
GOLGA5	13
LTB4R	2
ACOT6	2
BTBD7	11
MOAP1	2
ERH	4
SLC25A29	4
GMFB	7
HHIPL1	9
CDKN3	8
GSKIP	4
FERMT2	16
TMEM229B	3
MAX	12
SNX6	14
MTHFD1	28
EAPP	6
ESR2	116
TRMT61A	4
CCDC177	2
CNIH1	5
ACTN1	22
POMT2	21
OR4K2	2
EXD2	9
AC005520.1	10
CCNK	11
RAD51B	11
DAD1	3
DDHD1	13
GLRX5	2
ARF6	2
CINP	8
ADSSL1	13
DHRS2	9
OR10G3	3
PSEN1	12
APEX1	5
KIAA0586	6
SUPT16H	26
IRF9	9
RPGRIP1	24
BMP4	4
AL355102.2	4
BDKRB2	4
GNPNAT1	6
PLEK2	9
CHURC1-FNTB	14
OTX2	5
TMED10	5
YY1	5
BDKRB1	3
C14orf132	3
OR10G2	1
TXNDC16	21
TRAPPC6B	6
CKB	8
TC2N	12
TTC8	16
JDP2	4
PPP4R3A	15
MARK3	18
TNFAIP2	12
MIPOL1	14
MAP3K9	13
DLST	15
TMEM260	16
VCPKMT	6
CMA1	5
WDR89	2
SGPP1	3
CTSG	5
GZMB	5
EIF5	12
GZMH	5
RPS6KL1	11
SOS2	23
PCNX1	36
PGF	7
FOXA1	2
TTC6	31
EIF2B2	8
BAZ1A	27
DLK1	5
NID2	22
CFL2	4
ZFYVE1	12
ANGEL1	10
SPTB	17
ZBTB1	4
WDR25	11
VRK1	13
RAB2B	8
PTGDR	2
PTGER2	2
HIF1A	15
AP4S1	18
KCNK10	7
GPR65	2
KCNK13	2
EFS	6
CCNB1IP1	8
PCNX4	11
NRXN3	20
ABHD12B	13
KLC1	5
IPO4	30
MDP1	6
TEP1	55
FBLN5	11
ERG28	5
HNRNPC	9
CATSPERB	27
KCNH5	11
RCOR1	12
CYP46A1	15
NUMB	13
PIGH	29
METTL3	11
PTGR2	10
AK7	18
UBR7	11
AL110118.2	2
GON7	2
HEATR4	18
RTRAF	8
CHD8	38
DCAF4	14
FRMD6	14
NPAS3	12
ACTR10	13
ARMH4	8
AL139300.1	5
APOPT1	5
PLEKHD1	13
ACOT2	3
PAPOLA	22
C14orf119	2
AL049839.2	6
SERPINA1	7
NFATC4	10
CDH24	14
AL132780.3	10
SETD3	13
TGM1	15
RDH11	7
ARG2	8
VTI1B	8
AL049779.1	6
GPR137C	7
GPHN	23
TOMM20L	5
ARHGAP5	7
NAA30	5
GPR68	2
L2HGDH	10
CDKL1	9
CCDC88C	30
ATP5S	5
DNAL1	8
C14orf177	4
PSMA3	11
ZC2HC1C	3
NEK9	22
MTA1	21
TECPR2	20
PCK2	10
SFTA3	4
NEMF	13
ZBTB42	1
TRMT5	5
SLC38A6	5
RPL36AL	2
DNAAF2	3
DLGAP5	19
FLRT2	2
MNAT1	8
CIDEB	10
ESRRB	11
GEMIN2	10
CRIP1	5
AL136295.4	30
G2E3	15
RGS6	18
EMC9	5
PRKD1	19
ZFP36L1	2
ABHD4	7
ELMSAN1	12
OR11H12	1
MMP14	10
METTL17	13
ITPK1	11
SLC24A4	17
LTB4R2	10
NOP9	10
ACOT4	3
PSMC6	14
ARID4A	24
PLEKHG3	17
GPATCH2L	10
ZBTB25	28
AL136295.1	6
TRIP11	21
FLVCR2	10
PPP2R5E	14
AL139353.1	36
EML5	44
TTC9	3
CHGA	8
DEGS2	3
RABGGTA	16
EML1	23
BCL11B	4
TINF2	9
ATG2B	42
TOX4	8
RNF31	21
SLC39A9	4
ZNF410	22
CCDC85C	6
RDH12	9
ATP6V1D	15
FNTB	12
CHURC1	14
GNG2	3
EGLN3	5
TEDC1	8
BATF	3
TM9SF1	6
CCDC198	7
CRIP2	8
REC8	20
AP5M1	8
EXOC5	18
NOVA1	5
DCAF11	15
AREL1	20
TIMM9	5
TMEM121	2
PPP1R36	12
IFT43	32
SYNE2	116
SIPA1L1	22
EXOC3L4	11
NYNRIN	9
DGLUCY	17
CBLN3	3
SDR39U1	6
SYNJ2BP-COX16	4
SYNJ2BP	4
COX16	4
KHNYN	8
PELI2	6
HECTD1	43
ADAM21	2
ADAM20	2
TRAF3	11
PAX9	4
BRF1	18
SLC10A1	5
PTPN21	19
ATXN3	11
HSPA2	2
PYGL	13
PSME1	5
FOXG1	1
FOS	4
SEC23A	20
ACYP1	3
PLEKHH1	29
STYX	11
OR4E2	4
SPTSSA	2
SLC35F4	8
ZC3H14	17
ZNF839	8
MAPK1IP1L	4
DHRS4L2	8
C14orf178	3
DACT1	4
OSGEP	11
TMX1	8
AL928654.3	5
GPR33	2
YLPM1	21
TTC7B	20
SPATA7	12
AL355916.2	14
TMEM30B	1
PRKCH	1
SAV1	5
MAP4K5	32
SRSF5	9
ATL1	14
MBIP	9
HSP90AA1	12
RPS29	3
GSC	3
SERPINA11	5
SRP54	17
UNC79	2
OR4M1	2
REM2	5
RNASE3	2
NKX2-1	3
CARMIL3	40
BRMS1L	10
ZFHX2	10
OR4K1	3
FITM1	2
RPS6KA5	17
SLC25A21	10
PACS2	18
JAG2	26
GPR132	4
MOK	12
SIX4	3
PPP2R5C	16
LRR1	4
OR4K14	2
OR4K5	1
RTL1	4
PSMB11	1
SERPINA10	5
PSMA6	7
HAUS4	10
AJUBA	8
NEDD8	4
MLH3	13
PROX2	4
AHNAK2	7
CALM1	6
FBXO34	2
PPM1A	6
INF2	23
DHRS4	8
RPL10L	1
AC007375.1	4
MYH6	39
KLHL33	4
AL136295.5	21
TGFB3	7
NIN	30
TEX22	4
HEATR5A	36
NKX2-8	2
BTBD6	4
STRN3	18
LTBP2	36
PLD4	11
TDP1	17
SLC22A17	10
SIX6	2
GCH1	6
TSHR	11
OR11H6	1
CLMN	13
OR4K15	1
OR11H2	2
ANG	2
SLC7A7	10
SMOC1	12
ANKRD9	4
NUDT14	5
DIO2	3
RTN1	9
RALGAPA1	41
C14orf180	5
SYNE3	17
THTPA	2
AP1G2	21
AHSA1	9
DPF3	10
TRIM9	10
STXBP6	6
SSTR1	3
GPHB5	3
SLIRP	4
OR4K17	1
MIS18BP1	17
SERPINA3	5
PPP4R4	25
AKAP6	14
SLC8A3	8
KTN1	44
GALC	17
SIVA1	4
SYNDIG1L	4
PARP2	16
PSMC1	11
TTC5	10
GPR135	1
L3HYPDH	1
FKBP3	8
PRPF39	14
OR5AU1	1
LRRC74A	14
PRIMA1	5
AMN	12
CDC42BPB	37
NRL	3
SNAPC1	10
ATG14	10
VSX2	5
SYT16	6
COCH	11
ISCA2	4
NRDE2	11
ABCD4	19
GTF2A1	9
PABPN1	7
CCDC175	20
ATP5MPL	5
AL121594.1	15
COX8C	2
XRCC3	8
TTLL5	10
CPNE6	18
CLBA1	5
EFCAB11	6
PPP1R3E	5
HOMEZ	16
BCL2L2-PABPN1	4
SLC7A8	11
SAMD4A	12
KLHDC2	13
KLHDC1	13
CDCA4	2
CEP170B	19
SIX1	2
SEL1L	21
SOCS4	2
SCFD1	25
RNF212B	16
TMEM179	5
OR11G2	1
NOXRED1	6
FANCM	23
MRPL52	5
RHOJ	5
MED6	9
FCF1	8
AL136295.3	15
VRTN	2
STON2	8
DIO3	1
RBM23	14
POLE2	19
LGALS3	6
BCL2L2	5
OR4L1	1
OR4K13	2
SPTLC2	12
C14orf93	7
DDX24	9
LRFN5	6
OTUB2	6
IFI27L1	5
TBPL2	7
WDHD1	26
KIF26A	15
SNW1	13
ALKBH1	6
OR11H4	1
MDGA2	17
INSM2	1
ZFYVE21	8
PPP1R13B	17
KLHL28	5
RNASE6	2
RNASE4	2
RNASE7	2
ZNF219	5
TPPP2	16
RNASE8	1
NDRG2	16
DICER1	29
MYH7	40
PSMB5	3
TOGARAM1	20
NGB	4
TMEM63C	3
IRF2BPL	1
EDDM3A	2
OR6S1	1
POTEM	11
FSCB	1
NPC2	5
DYNC1H1	78
LIN52	6
CEP128	25
DHRS7	8
ASPG	16
SERPINA5	5
FAM177A1	5
KIAA0391	13
POTEG	11
LRP10	7
FOXN3	7
JKAMP	7
CEBPE	2
ISM2	7
JPH4	7
NGDN	11
SAMD15	6
SERPINA12	6
SERPINA9	5
PPP2R3C	13
ADCK1	11
DAAM1	25
CGRRF1	6
VIPAS39	20
NFKBIA	6
RD3L	3
SERPINA4	5
SERPINA6	5
RIPK3	10
OR4Q3	1
FBXO33	4
IFI27L2	4
TMED8	6
GSTZ1	9
ZDHHC22	3
IFI27	5
FAM181A	3
AL096870.1	10
ADCY4	26
OR4N2	1
PRMT5	17
IL25	2
SLC39A2	4
CIPC	4
C14orf28	5
RNASE1	2
RNASE13	2
ARHGEF40	24
ASB2	10
AL163636.2	2
EDDM3B	2
AL163195.3	2
RNASE9	5
OXA1L	10
RNASE11	2
RNASE2	2
LACTB	6
RPS27L	6
FAM81A	9
KIAA1024	4
HEXA	16
SKOR1	15
FAM174B	3
PARP6	24
AC087721.2	5
CCDC32	4
ZNF774	4
RPL4	10
KNSTRN	9
AC068831.7	35
DNAJC17	3
SIN3A	21
AC018512.1	11
PKM	11
TYRO3	19
ADAMTS7	24
CRABP1	4
THSD4	4
RTF1	18
CCNB2	9
SLTM	21
GOLGA6L4	9
AC011330.3	9
CKMT1B	10
SQOR	10
SAXO2	3
IGF1R	21
MYO5C	41
CELF6	13
PIAS1	15
C15orf61	2
CCPG1	12
TPM1	9
PATL2	16
ZNF609	9
TLN2	58
POLR2M	4
AC009690.1	13
MGA	24
AQP9	6
CT62	4
SEC11A	5
PSMA4	9
BNIP2	10
MTHFS	3
TMED3	3
AC009690.3	15
RASGRF1	28
SORD	9
ADAM10	16
FES	19
MORF4L1	24
NIPA2	8
EXD1	12
THAP10	3
LRRC49	3
EIF3J	8
HERC2	93
MESP1	2
MESP2	2
LARP6	3
ST8SIA2	6
CHP1	7
ANPEP	21
MYO9A	42
GCNT3	3
ST20-MTHFS	3
CTSH	12
VPS33B	23
DLL4	11
FGF7	4
AC012651.1	24
C2CD4B	2
C2CD4A	2
AAGAB	10
CHST14	1
NIPA1	5
MYO1E	28
TERB2	7
RNF111	21
MINDY2	9
CALML4	5
ZNF592	11
CHD2	39
ALPK3	14
ST20	3
LMAN1L	14
APH1B	6
RAB11A	33
CATSPER2	9
BCL2L10	2
ICE2	16
ADPGK	7
HAUS2	6
BCL2A1	2
CLN6	7
GRAMD2A	12
SLC12A1	3
SLC24A5	9
CTXN2	3
MYEF2	9
IQGAP1	38
RPUSD2	3
HYKK	4
GCOM1	13
GREM1	2
SEMA4B	14
GABRA5	11
DUT	7
DTWD1	6
LTK	20
GTF2A2	5
ANKRD34C	1
IGDCC3	14
KLHL25	3
CEMIP	30
FSD2	13
MAPKBP1	32
FBN1	66
ALDH1A2	13
MAP2K5	22
TRIM69	8
SNX22	7
WDR93	17
PPIB	5
FMN1	21
FOXB1	2
ZFAND6	7
FEM1B	2
AC107871.1	5
HDC	12
AC013394.1	39
CRTC3	15
AC012476.1	9
CHRNA3	6
PCLAF	4
CSNK1G1	12
KNL1	27
SMAD3	9
FURIN	16
PDE8A	23
CHRNB4	6
IQCH	21
NUSAP1	13
OCA2	24
SV2B	13
SEMA6D	19
SCG5	6
BAHD1	7
INO80	36
ZWILCH	19
SENP8	2
ITPKA	7
MAN2A2	23
PEX11A	3
LCTL	13
FRMD5	14
POTEB3	11
TIPIN	8
ULK3	16
LIPC	9
NR2E3	8
SLC27A2	10
ATP8B4	28
MYZAP	13
OIP5	5
SPG11	40
AC091167.6	3
AC091167.2	13
AC091167.7	4
TTLL13P	13
OR4N4	7
NGRN	3
GDPGP1	4
CASC4	10
AC134980.3	7
FAM219B	5
GOLGA8N	19
ARHGAP11A	12
MPI	8
GOLGA8O	19
ONECUT1	2
SERINC4	17
ARPP19	6
GOLGA6D	18
SCAPER	32
CGNL1	19
ISL2	6
AP4E1	21
TARSL2	19
GATM	9
AEN	4
SPATA5L1	8
CCDC33	19
TJP1	28
STARD9	33
STRA6	19
TMC3	22
DPP8	20
RORA	12
PPIP5K1	31
RPLP1	4
OR4F6	2
OR4F15	2
EMC7	5
OR4F4	1
NEDD4	25
PCSK6	22
DUOX1	35
ZNF710	5
ANKRD63	1
MAN2C1	10
TMCO5A	11
GALK2	10
RHOV	3
GOLGA6L6	9
FAM98B	8
SRP14	5
HACD3	11
FAM169B	5
NDUFAF1	5
CYFIP1	31
ZSCAN2	3
GOLGA6L22	9
GOLGA8K	19
DIS3L	17
RHCG	11
PAK6	11
MYO5A	41
B2M	4
BLM	22
TRIP4	13
IDH2	11
MFAP1	9
RSL24D1	6
CAPN3	24
CIAO2A	5
VPS39	26
NEIL1	10
BUB1B-PAK6	11
GOLGA6C	18
CKMT1A	9
SPPL2A	15
PARP16	6
MRPS11	6
ISLR	2
ETFA	12
TMEM202	5
NRG4	6
HMG20A	11
ZSCAN29	5
PIF1	13
TMOD3	10
AQR	35
MESD	30
TGM5	13
HOMER2	9
C15orf40	4
SELENOS	7
CTDSPL2	13
VPS18	5
GANC	24
C15orf38-AP3S2	6
PLA2G4F	20
FAM214A	12
TRPM1	27
SLC28A1	19
AC087632.1	12
SMAD6	4
IREB2	22
SNX1	15
PLCB2	1
PPP1R14D	5
GCHFR	3
UNC45A	4
RPAP1	25
CHRNA5	6
SLCO3A1	10
GABRG3	10
COPS2	13
DAPK2	11
ZFYVE19	11
RCCD1	8
CPLX3	3
PDIA3	13
BMF	5
CLK3	13
CEP152	27
PLA2G4E	20
CYP1A2	7
EDC3	9
CSK	13
ARID3B	9
CYP1A1	7
PPCDC	6
CPEB1	13
TMEM62	14
EMC4	5
RLBP1	9
FAN1	15
DISP2	8
RAD51	9
PLIN1	9
SNAPC5	11
RAB27A	6
DNAAF4	2
ATP10A	21
KIF7	22
HDDC3	4
COMMD4	8
STOML1	7
COX5A	5
C15orf53	2
TLE3	20
KATNBL1	10
AC124312.1	3
SNURF	3
SH2D7	6
MAP2K1	11
PIGB	12
CHAC1	3
C15orf65	2
SCAMP2	9
WDR72	20
MEGF11	23
OTUD7A	11
ELL3	11
IVD	12
AP3S2	6
HERC1	78
SERF2	17
TUBGCP5	23
WDR73	8
PRC1	35
FAM227B	16
CHRNA7	10
ODF3L1	4
RBPMS2	8
WDR76	13
CCDC9B	11
TMEM87A	20
CA12	11
JMJD7-PLA2G4B	8
TBC1D21	11
PLA2G4B	21
SPTBN5	68
MEIS2	12
JMJD7	8
EHD4	6
DMXL2	43
LOXL1	7
CYP19A1	10
GNB5	13
IL16	18
KIF23	23
GABRB3	9
POTEB2	11
UNC13C	32
KLF13	2
USP3	15
CD276	10
THBS1	22
FSIP1	22
SLC12A6	26
NDN	1
MAGEL2	1
AKAP13	37
SCG3	12
DUOXA2	6
SHF	8
EIF2AK4	39
UBE3A	14
AVEN	6
GOLGA8B	16
USP50	20
AP3B2	27
RAB8B	8
UBR1	47
MEX3B	2
SNRPN	3
ADAMTSL3	30
TRPM7	39
CFAP161	7
INSYN1	3
SEMA7A	14
ABHD2	11
GOLGA6L9	9
CDAN1	28
AC090517.4	24
CIB2	6
TCF12	21
ARPIN	6
SPINT1	11
SECISBP2L	18
SPRED1	7
SHC4	12
C15orf39	3
SCAMP5	8
NPTN	9
HCN4	8
MFGE8	8
C15orf48	4
TM6SF1	10
TICRR	22
UACA	19
POLG	38
CCNDBP1	11
MTMR10	16
MNS1	10
FAM189A1	11
GLCE	5
AC069368.1	6
CSPG4	10
SPESP1	7
NUTM1	8
ANP32A	7
RGMA	4
RMDN3	12
BUB1B	23
PLA2G4D	20
UBL7	11
C15orf41	11
EFL1	20
RPS17	5
RPP25	1
GPR176	3
GLDN	10
INTS14	11
SLC24A1	10
DENND4A	33
CHRFAM7A	10
SLC30A4	8
HYPK	17
GOLGA8J	19
AC013489.1	4
ARRDC4	8
TEX9	13
BNC1	5
ACTC1	7
STARD5	6
TM2D3	6
MAPK6	12
SNX33	2
NOX5	2
FBXL22	2
EPB42	13
GOLGA8H	19
RASGRP1	17
STRC	29
UBE2Q2L	3
HAPLN3	6
TNFAIP8L3	3
AC090527.2	6
AC091057.6	7
REC114	6
IGDCC4	20
SLC28A2	18
BBS4	16
LRRC57	5
GOLGA6A	18
PLEKHO2	6
ADAL	13
BTBD1	8
WHAMM	10
CORO2B	12
PEAK1	7
FANCI	38
GOLGA6L10	9
ISG20	4
TTBK2	15
IDH3A	11
MAP1A	6
NPAP1	1
ADAMTS17	22
NOP10	2
LCMT2	1
TGM7	13
PYGO1	3
RAMAC	4
WDR61	11
BLOC1S6	6
VPS13C	85
NEO1	30
CHRM5	6
TLNRD1	1
MCTP2	22
UBE2Q2	13
TSPAN3	7
ARNT2	19
MKRN3	1
AGBL1	23
ANKDD1A	15
LPCAT4	14
PRTG	20
TTC23	14
CYP11A1	9
PGPEP1L	5
LEO1	12
ANXA2	13
SPG21	9
ABHD17C	3
TP53BP1	18
LYSMD4	6
FAH	15
PSTPIP1	15
ARIH1	14
NR2F2	3
GOLGA6L1	9
GOLGA8A	16
GABPB1	9
TUBGCP4	5
IMP3	2
SNRPA1	9
PML	9
CHSY1	3
DUOXA1	6
RCN2	8
ITGA11	30
OAZ2	6
LRRC28	10
PTPN9	13
DUOX2	34
SNUPN	10
AC245033.1	5
ARHGAP11B	7
SYNM	4
DNAJA4	8
CLPX	14
RFX7	9
MTFMT	9
TMOD2	10
LYSMD2	3
FBXO22	7
LINGO1	2
ZNF106	19
DPH6	9
MRPL46	4
TBC1D2B	13
CILP	9
PAQR5	9
ZNF770	3
ALDH1A3	13
SNAP23	8
AC018362.3	8
LRRK1	34
HDGFL3	10
ASB7	6
GOLGA6L2	8
GOLGA8M	19
CERS3	13
MEF2A	12
GJD2	2
RYR3	104
LINS1	7
ISLR2	4
USP8	20
ACAN	18
ZNF280D	22
ACSBG1	11
DET1	10
TMEM266	11
NTRK3	20
SH3GL3	12
RASL12	5
SPATA8	3
KBTBD13	1
UBAP1L	6
GOLGA6B	18
PDCD7	5
APBA2	16
ZNF598	12
USP10	15
AC092143.1	4
GFER	3
FBRS	18
TMEM265	3
SRCAP	31
NPIPB5	7
CHTF8	4
CORO7	28
HEATR3	15
AC009119.2	5
TMEM231	7
ZNF747	3
CDH3	16
CRISPLD2	15
VAT1L	9
DDX28	17
EMP2	5
TNFRSF12A	4
ERI2	14
ACSM3	13
ZNF267	4
ARHGDIG	13
AC004754.1	13
AC025283.2	7
FUS	15
CDT1	10
C16orf78	5
KCNG4	3
TRAPPC2L	14
CYLD	18
NKD1	10
TUBB3	4
NOD2	12
CYB5B	5
ZSCAN10	6
DRC7	19
PAM16	8
TANGO6	18
ZDHHC7	9
NQO1	6
SPIRE2	15
WFDC1	7
ZDHHC1	11
PRSS41	5
ABCC11	29
SIAH1	2
UMOD	12
C16orf71	10
LONP2	15
GSE1	16
NDUFB10	4
RNF40	20
AC106886.5	31
TRIM72	2
AP1G1	24
ECI1	7
LCAT	6
ITGAM	30
PRSS36	15
NIP7	5
AC026464.3	5
PRR35	3
EEF2K	18
FAM92B	9
NOB1	9
NOXO1	22
FAHD1	9
GALNS	14
MON1B	6
ITGAL	31
POLR3K	3
CBLN1	3
DECR2	9
RPS2	7
TMC7	15
TERF2	10
CAPN15	14
SLC38A8	10
OSGIN1	6
MLYCD	5
UQCRC2	14
NME3	5
XPO6	24
HSBP1	4
AC002310.4	3
ZNF764	2
NUTF2	5
VKORC1	3
PRSS53	11
ZNF646	3
AC135050.2	11
ZNF771	3
DCTPP1	3
NPIPB4	9
ZFP90	5
IL27	5
KDM8	8
NUPR1	3
CENPT	16
CREBBP	31
SEPHS2	1
AC104151.1	4
CENPBD1	1
SLC9A3R2	7
SYCE1L	6
TCF25	18
TLDC1	8
TBL3	22
ZNF205	7
TVP23A	11
ATF7IP2	12
CHST4	3
ZNF19	6
ORAI3	2
CMTR2	3
SLC12A4	6
USP7	31
THUMPD1	5
HBZ	3
NPIPB8	7
CPNE7	17
SRL	6
PDZD9	3
CDH1	16
AC002310.5	3
BBS2	13
E4F1	14
WWOX	9
DNAJA3	12
RPL3L	10
KIFC3	20
DEF8	13
SYNGR3	4
HAGH	9
ADAMTS18	23
VPS9D1	15
WFIKKN1	2
CLN3	17
RAB11FIP3	14
VWA3A	34
ADGRG1	14
MBTPS1	23
NPW	2
COTL1	4
IRX5	3
ELOB	5
SLC9A5	22
JMJD8	7
PALB2	13
CMIP	21
ITGAX	31
TAOK2	16
DDX19A	12
CETP	16
KLHDC4	5
SULT1A3	8
COQ9	9
RNF151	4
ZNF213	6
ITPRIPL2	1
SYT17	8
LUC7L	10
AC026464.6	2
HAS3	4
ZNF423	9
SGF29	10
GSG1L	7
TSNAXIP1	16
NME4	5
NPIPA8	10
HBM	3
EIF3C	21
NPRL3	15
EIF3CL	21
GABARAPL2	4
SMPD3	9
SNX29	21
SETD1A	19
PLA2G15	6
SETD6	49
IL21R	9
HBQ1	3
BRD7	26
GLIS2	8
EME2	8
IL32	6
CDK10	13
SPATA33	7
TFAP4	7
ATXN1L	3
PKD1L3	30
RNF166	6
IST1	3
GINS2	5
LRRC29	7
MAP1LC3B	4
CCNF	17
HS3ST6	2
NUDT7	4
CCDC189	20
PHKG2	10
PRSS8	6
SNX20	4
APRT	5
PIGQ	10
DPEP1	11
SULT1A1	10
ADAT1	11
HS3ST4	2
RAB26	9
KLHL36	5
ATP2C2	28
CLEC3A	3
CDR2	5
CNTNAP4	24
KAT8	10
HBA2	3
KIAA0513	13
NFAT5	15
CLEC19A	5
KATNB1	20
PYCARD	3
COQ7	6
PYDC1	2
POLR3E	21
AC138894.1	17
VASN	2
CORO7-PAM16	5
ZNF689	3
RNPS1	8
RHBDF1	18
ZNF785	3
ZNF688	3
NOMO2	32
SBK1	4
NPIPB6	7
ADCY9	11
CHST6	3
MAPK8IP3	32
TMEM170A	3
CFDP1	7
AC009163.4	7
NUDT21	7
GTF3C1	37
COG8	11
AC026464.1	5
HSDL1	6
NECAB2	13
SNRNP25	3
NPIPA7	8
PHLPP2	19
DPEP2	10
CTRB2	7
KIAA0556	28
MRPL28	6
DPEP2NB	2
ZNF668	2
SNTB2	7
VPS4A	11
PDF	2
DNAAF1	12
AC009163.2	3
MEIOB	13
PRR14	11
ADGRG3	12
RAB40C	7
HBA1	3
SPSB3	7
ARL6IP1	6
TENT4B	13
TEKT5	7
THOC6	13
PSKH1	3
CTRL	7
FANCA	43
ZNF276	15
ADAD2	11
AC138811.2	5
RPL13	6
ESRP2	15
C16orf86	4
ENKD1	7
LCMT1	11
STX4	11
GNAO1	8
GFOD2	3
CMTM4	5
CLEC18B	13
CKLF-CMTM1	4
N4BP1	7
CCDC102A	9
TEPP	8
BEAN1	5
MYLK3	13
JPH3	5
TMEM204	3
TELO2	21
IFT140	31
POLR2C	9
CHTF18	22
NPIPB3	2
ITGAD	30
GNG13	3
RPUSD1	5
CDH5	13
DOC2A	11
RHBDL1	8
HIRIP3	7
ABCC6	31
INO80E	7
COX6A2	3
ZNF843	2
CHD9	39
ARMC5	8
PDP2	2
GPR139	2
STUB1	7
AC010531.1	5
AMDHD2	4
TMEM159	62
ATMIN	4
USP31	16
NTHL1	6
RANBP10	14
CTF1	3
CTCF	13
TAT	12
GSPT1	15
TMEM186	16
HYDIN	86
NDRG4	16
FA2H	7
SNN	2
AGRP	4
C1QTNF8	5
RPGRIP1L	27
RBBP6	18
TPPP3	3
TRAF7	21
ROGDI	11
MOSMO	3
CNEP1R1	7
MPG	5
BCKDK	13
ZKSCAN2	7
AQP8	6
AMFR	14
DUS2	10
CES5A	14
ZC3H18	19
BCL7C	6
ZFPM1	10
ZNF629	3
IL4R	11
SLC6A2	14
LPCAT2	14
BANP	14
CA5A	7
SF3B3	26
SMG1	63
ADCY7	26
UTP4	17
TAF1C	14
ABCA3	33
TERF2IP	3
CHMP1A	7
SNAI3	3
NUBP1	11
IL17C	3
CES1	14
LYRM1	6
FTO	9
DCTN5	6
PDXDC1	23
PAGR1	3
RABEP2	13
C16orf96	16
DHODH	9
MT2A	3
TP53TG3D	2
CBFA2T3	12
AC010542.3	6
CCL17	4
PRDM7	10
FOPNL	6
KIF22	14
ZNF778	7
CDH8	12
SCNN1B	13
HP	7
EMC8	5
BICDL2	10
ZNRF1	5
RSL1D1	9
MLKL	11
LITAF	4
TMED6	4
AC026464.4	7
KARS	15
PIEZO1	51
ZNF821	8
CHST5	3
OGFOD1	13
CBFB	6
NPIPA5	8
PLEKHG4	21
NUBP2	7
RPS15A	5
NFATC3	10
DPEP3	10
LDHD	11
HSD3B7	7
CALB2	11
ZC3H7A	22
DCUN1D3	3
RGS11	13
CACNA1H	35
TMEM114	4
CMTM3	6
SLX4	15
C16orf92	4
FAM57B	5
TPSG1	6
METTL22	11
TNRC6A	25
ACSM2B	14
SOCS1	1
FLYWCH1	10
MTSS1L	15
CKLF	4
RBFOX1	16
PRSS21	6
OTOA	29
ST3GAL2	6
CTRB1	7
CYBA	6
WDR59	26
GRIN2A	14
C16orf72	4
PKMYT1	3
XYLT1	12
NPIPB2	3
STX1B	10
AXIN1	11
PDILT	12
ANKS3	18
TGFB1I1	11
ZNF23	12
CARMIL2	38
FBXL19	11
CARHSP1	4
NSMCE1	8
PMM2	2
ABAT	16
AC040162.1	7
TXNDC11	13
RIPOR1	22
PRM1	2
TMEM8A	13
BCAR1	8
MMP25	10
HCFC1R1	4
TNFRSF17	3
ZFP1	4
UBE2I	7
PGP	2
C16orf70	16
RMI2	1
PLK1	10
NUDT16L1	3
CIAPIN1	9
ZNF597	4
GPRC5B	4
EARS2	8
ANKRD11	2
MT1X	3
GDE1	6
ACSF3	11
PPP4C	9
SCNN1G	13
PRMT7	19
MARVELD3	3
CPPED1	4
SLC7A6OS	12
ZNF469	2
USB1	7
ZNF319	2
E2F4	10
CLEC18C	13
GDPD3	10
SLC7A6	12
PAQR4	3
SLC5A11	16
TPSAB1	6
SOX8	3
SSTR5	1
HSD11B2	5
FLYWCH2	4
ZNF48	3
SRRM2	15
NOMO3	31
NDUFAB1	4
RHOT2	19
ARL2BP	6
AC009133.6	3
CLUAP1	13
AARS	21
SH2B1	11
CNOT1	49
CLEC16A	24
IRX6	6
MPV17L	4
AC140504.1	4
NPIPB15	7
GINS3	4
CENPN	4
NPIPB11	8
GOT2	10
C16orf87	4
DYNC1LI2	13
HSF4	13
REXO5	20
ZNF720	5
CORO1A	11
NLRC3	20
CLCN7	25
FOXC2	1
PPL	22
MT1H	3
NETO2	9
MT4	3
IL34	7
IRX3	4
PRSS54	7
KCTD5	6
CNGB1	33
AC025283.3	7
SHCBP1	13
FAM234A	13
CES2	12
ABCC12	29
MVD	10
AC010547.4	12
ARHGAP17	20
RFWD3	13
TPSD1	5
NRN1L	3
GLG1	27
LRRC36	14
NFATC2IP	8
NTAN1	10
FHOD1	22
METRN	4
CHP2	7
MPHOSPH6	5
HSD17B2	5
SLC7A5	10
ZSCAN32	7
EDC4	29
AC099489.1	66
KCTD19	16
PRSS33	6
CCDC78	14
SPNS1	12
TOX3	7
PLA2G10	4
NAGPA	10
C16orf89	8
CDH15	14
ITFG1	18
CMC2	4
COX4I1	5
AC074143.1	3
TRADD	5
FBXL8	3
UNKL	15
B3GNT9	2
CES4A	12
LAT	13
CIITA	20
TNP2	2
PRM3	1
AHSP	3
SEPT12	10
CMTM1	4
MARF1	27
COG4	19
ADGRG5	12
SEPT1	3
CD2BP2	7
ERN2	22
AKTIP	11
LMF1	11
SLC5A2	14
CRAMP1	21
CDH16	18
TK2	6
PTX4	3
GAS8	11
DBNDD1	4
DNASE1	10
TRAP1	10
VAC14	19
CASKIN1	20
PRSS22	6
ZFHX3	18
PLCG2	33
ZNF174	3
AC009086.2	2
VPS35L	31
BCO1	11
WDR90	41
EEF2KMT	13
TEDC2	10
MT1M	3
DHX38	27
TXNL4B	7
MRTFB	17
